"","cty_yr","year","cty","dummy_70","dummy_80","pre_85","post_85","entry_res","polity4","under_imf","signed_imf","wb_all","regime","type2","emil","democracy","gdp","gdp_pc","cur_bop_pcnt","netFDI_pcnt","netFDIout_pcnt","hitech_xprt","iso","mil_govt","mil_gdp","arms_xprt","arms_imprt","time_since_independence","eng_col","fra_col","spa_col","age_of_demo","age_of_demo_p","warnock_smooth","warnock_unsmooth","aid_gdp","aid_govt","aid_gcf","pop","urban","trade_gdp","gdp_grow","cty_1","currency","bank","reschedule","ratiosk","surpe","plp","left_party","entryres_lang","approve_lang","entry_res_colony","belgium_colony","france_colony","dutch_colony","spain_colony","uk_colony","glob_fdi","approve_agg"
"2027","ner1981","1981","ner",0,1,1,0,0.003690036900369,-7,0,0,1,4,0,1,0,1532721562,257.1334465,2447,182,51,1,1,1,1,1,1,22,0,1,0,0,0,NA,NA,9.105807767,NA,43.44047974,5960802,811861.2324,60.36616114,0.608915236,"niger",1,0,0,NA,NA,NA,0,0.218081180811808,0.333333333333333,0.349953305088606,0,1,0,0,0,412996.31,NA
"2028","ner1982","1982","ner",0,1,1,0,0.003690036900369,-7,0,0,3,4,0,1,0,1557599200,253.6568143,649,2796,809,1,1,1,1,1,1091,23,0,1,0,0,0,NA,NA,13.16401732,NA,61.66700005,6140577,849855.8568,57.05882533,1.623102206,"niger",1,0,0,NA,NA,NA,0,0.198255618919826,0.333333333333333,0.264467450230058,0,1,0,0,0,419039.04,NA
"2029","ner1983","1983","ner",0,1,1,0,0.003690036900369,-7,1,1,1,4,0,1,0,1483598546,234.5867375,1409,652,676,1,1,1,1,1,182,24,0,1,0,0,0,NA,NA,9.848633916,NA,76.73022234,6324307,889197.5642,47.73686433,-4.750943233,"niger",0,1,1,NA,NA,NA,0,0.19959745051996,0.333333333333333,0.264467450230058,0,1,0,0,0,449360.21,NA
"2030","ner1984","1984","ner",0,1,1,0,0.003690036900369,-7,1,0,2,4,0,1,0,1233977824,189.4546516,2623,751,307,1,1,1,1,1,700,25,0,1,0,0,0,NA,NA,11.21310541,NA,342.9335927,6513315,930101.382,49.88253557,-16.82535499,"niger",0,1,1,NA,NA,NA,0,0.201274740020127,0.332923329233292,0.341035715912715,0,1,0,0,0,457798.58,NA
"2031","ner1985","1985","ner",0,1,0,1,0.003690036900369,-7,1,1,1,4,0,1,0,1329272303,198.1361581,1723,236,753,1,1,1,1,1,1,26,0,1,0,0,0,NA,NA,21.28607263,NA,162.0824741,6708883,972788.035,53.52287021,7.722543881,"niger",0,1,1,NA,NA,NA,0,0.201274740020127,0.332923329233292,0.349645802013576,0,1,0,0,0,552401.15,NA
"2032","ner1986","1986","ner",0,1,0,1,0.003690036900369,-7,1,1,4,4,0,1,0,1413814378,204.5612999,2428,2298,1620,1,1,1,1,1,700,27,0,1,0,0,0,NA,NA,16.09824649,NA,137.4853471,6911446,1014600.273,40.6885029,6.360026805,"niger",0,0,1,NA,NA,NA,0,0.201945655820195,0.225092250922509,0.186669172247278,0,1,0,0,0,711541.65,NA
"2033","ner1987","1987","ner",0,1,0,1,0.003690036900369,-7,1,0,2,4,0,1,0,1414868465,198.6675351,2395,1905,1156,1,1,1,1,1,1,28,0,1,0,0,0,NA,NA,16.33232389,NA,136.2976249,7121790,1058297.994,45.98420603,0.074556239,"niger",0,0,0,NA,NA,NA,0,0.200268366320027,0.222222222222222,0.269079996355519,0,1,0,0,0,850969.07,NA
"2034","ner1988","1988","ner",0,1,0,1,0.003690036900369,-7,1,1,2,4,0,1,0,1512481962,206.0038284,554,1182,882,1,1,1,1,1,1,29,0,1,0,0,0,NA,NA,16.62009529,NA,85.48945698,7342009,1104238.154,41.88751294,6.899121724,"niger",0,0,1,NA,NA,NA,0,0.201610197920161,0.3,0.18728417839734,0,1,0,0,0,1015909.44,NA
"2035","ner1989","1989","ner",0,1,0,1,0.003690036900369,-7,1,0,0,4,0,1,0,1526607472,201.5420242,658,554,594,1,1,1,1,1,1,30,0,1,0,0,0,NA,NA,13.5634861,NA,99.97900531,7574636,1152859.599,39.8964469,0.933929132,"niger",0,0,0,NA,NA,NA,0,0.197584703119758,0.2,0.131318618741743,0,1,0,0,0,1211420.25,NA
"2036","ner1990","1990","ner",0,0,0,1,0.003690036900369,-7,1,0,1,4,0,1,0,1507000407,192.6709384,2559,2976,170,1,1,1,1,1,1,31,0,1,0,0,0,NA,NA,15.99375629,NA,192.9192052,7821628,1204530.712,36.97068569,-1.284355377,"niger",0,0,1,NA,NA,NA,0,0.199932908419993,0.103690036900369,0.119633501890574,0,1,0,0,0,1418775.94,NA
"2037","ner1991","1991","ner",0,0,0,1,0.003690036900369,1,1,0,1,4,0,1,0,1544738760,191.0891574,2346,1879,703,1,1,1,1,1,1,32,0,1,0,0,1,NA,NA,16.15253666,NA,212.3321602,8083864,1251382.147,32.78130947,2.504203271,"niger",0,0,0,NA,NA,NA,0,0.197920161019792,0.1,0.0319951255068106,0,1,0,0,0,1609241.36,NA
"2038","ner1992","1992","ner",0,0,0,1,0.003690036900369,8,0,0,2,4,0,1,0,1444076715,172.706494,2223,3485,1650,1,1,1,1,1,1,33,0,1,0,0,2,NA,NA,15.41268037,NA,219.6378717,8361450,1301041.62,34.59183924,-6.516444598,"niger",0,0,0,NA,NA,NA,0,0.201610197920161,0.1,0.0390676962325179,0,1,0,0,0,1667975.75,NA
"2039","ner1993","1993","ner",0,0,0,1,0.003690036900369,8,0,0,0,1,0,0,1,1465007710,169.2760902,2102,309,1077,1,1,1,1,1,583,34,0,1,0,0,3,NA,NA,21.38364371,NA,329.0527074,8654546,1353570.994,33.73955038,1.449437879,"niger",0,0,0,NA,NA,NA,0,0.197249245219725,0.1,0.0359926654822104,0,1,0,0,0,1999241.12,NA
"2040","ner1994","1994","ner",0,0,0,1,0.003690036900369,8,1,1,3,1,0,0,1,1523674847,169.9962677,2413,243,98,1,1,1,9,1,1,35,0,1,0,0,4,NA,NA,24.32686927,NA,229.4601015,8962990,1408982.028,43.4116838,4.004561703,"niger",1,0,1,NA,NA,NA,0,0.195236497819524,0.1,0.0295351009065646,0,1,0,0,0,2137026.63,NA
"2041","ner1995","1995","ner",0,0,0,1,0.003690036900369,8,1,0,2,1,0,0,1,1563378094,168.3483714,2411,1317,1102,1389,1,1,6,1,1,35,0,1,0,1,5,NA,NA,14.80952394,NA,196.9437824,9286565,1467277.27,41.46612788,2.605755852,"niger",1,0,0,NA,NA,NA,0,0.195571955719557,0.1,0.0285681745706346,0,1,0,0,0,2519712.78,NA
"2042","ner1996","1996","ner",0,0,0,1,0.014760147601476,-6,1,1,1,4,1,1,0,1616831446,167.9678987,1963,1573,1096,634,1,1,3,1,1,35,0,1,0,0,0,NA,NA,12.85062432,NA,131.2121004,9625836,1528582.757,40.40855648,3.419093103,"niger",1,0,1,NA,NA,NA,0,0.0936870506823455,0.286816504528682,0.0406204728713954,0,1,0,0,0,2870597.29,NA
"2043","ner1997","1997","ner",0,0,0,1,0.014760147601476,-6,1,0,3,4,1,1,0,1661358428,166.454987,2290,2367,650,1364,1,1,5,1,700,35,0,1,0,0,0,NA,NA,18.31997925,NA,166.0686145,9980827,1592939.989,40.43129516,2.75396562,"niger",0,0,0,NA,NA,NA,0,0.173431734317343,0.366320026836632,0.0425830258302583,0,1,0,0,0,3075667.94,NA
"2044","ner1998","1998","ner",0,0,0,1,0.014760147601476,-6,1,0,2,4,1,1,0,1834509565,177.2459652,2312,88,229,1067,1,1,7,1,1,35,0,1,0,0,0,NA,NA,14.202829,NA,124.6940021,10350078,1660152.511,44.09239743,10.42226252,"niger",1,0,0,NA,NA,NA,0,0.154454401686874,0.339175891758918,0.0285608856088561,0,1,0,0,0,3688721.62,NA
"2045","ner1999","1999","ner",0,0,0,1,0.014760147601476,4,1,0,0,4,1,1,0,1824075639,169.9728436,2225,463,24,512,1,1,10,1,1,35,0,1,0,0,1,NA,NA,9.35896174,NA,90.67757927,10731571,1729929.245,38.28263066,-0.56875833,"niger",1,0,0,NA,NA,NA,0,0.154190827622562,0.342865928659287,0.0982017138579346,0,1,0,0,0,4372336.52,NA
"2046","ner2000","2000","ner",0,0,0,1,0.014760147601476,4,0,0,1,1,0,0,1,1798365123,161.6660414,2039,1505,57,486,1,1,8,1,1,35,0,1,0,0,2,NA,NA,11.69741556,NA,101.3696115,11123951,1802080.062,43.49422056,-1.40950935,"niger",1,0,0,NA,NA,NA,0,0.227200843437006,0.342558425584256,0.0339896458666079,0,1,0,0,0,5272429.95,NA
"2047","nga1970","1970","nga",1,0,1,0,NA,-7,0,0,2,4,0,1,0,19793090671,368.1509446,2603,2967,157,1,1,1,1,1,267,11,1,0,0,0,0,NA,NA,0.890153798,NA,NA,53763520,12204319.04,19.62059923,25.00724192,"nigeria",0,0,0,NA,NA,NA,NA,0.0118518518518519,NA,0.0719557195571956,0,0,0,0,1,109125.12,NA
"2048","nga1971","1971","nga",1,0,1,0,NA,-7,0,0,2,4,0,1,0,22611138202,410.3233055,2603,3751,157,1,1,1,1,1,371,12,1,0,0,0,0,NA,NA,1.257629753,NA,NA,55105664,12817577.45,24.46363514,14.23753156,"nigeria",0,0,0,NA,NA,NA,NA,0.0203316477609221,0,0.0756457564575646,0,0,0,0,1,124253.72,NA
"2049","nga1972","1972","nga",1,0,1,0,NA,-7,0,0,3,4,0,1,0,23371836139,413.7443197,2603,3514,157,1,1,1,1,1,112,13,1,0,0,0,0,NA,NA,0.732890033,NA,NA,56488597,13455583.81,22.76364559,3.36426203,"nigeria",0,0,0,0.1077,0.3426,0.3429174,NA,0.265248735820692,0.5,0.270848708487085,0,0,0,0,1,139359.15,NA
"2050","nga1973","1973","nga",1,0,1,0,NA,-7,0,0,2,4,0,1,0,24632223282,425.1460582,2603,3502,157,1,1,1,1,1,1173,14,1,0,0,0,0,NA,NA,0.542039927,NA,NA,57938261,14125348.03,31.26775278,5.392760483,"nigeria",0,0,0,0.1344,0.3384,0.4281935,NA,0.250461254612546,0.5,0.742224565102794,0,0,0,0,1,163443.43,NA
"2051","nga1974","1974","nga",1,0,1,0,NA,-7,0,0,6,4,0,1,0,27381345557,460.2765019,2603,361,157,1,1,1,1,1,628,15,1,0,0,0,0,NA,NA,0.302765511,NA,NA,59488906,14836533.16,39.74699041,11.16067455,"nigeria",0,0,0,0.1398,0.333,0.4478655,NA,0.223042230422304,0.666666666666667,0.857142857142857,0,0,0,0,1,191560.89,NA
"2052","nga1975","1975","nga",1,0,1,0,NA,-7,0,0,3,4,0,1,0,25949917933,424.2752931,2603,361,157,1,1,1,1,1,937,16,1,0,0,0,0,NA,NA,0.29986519,NA,NA,61162925,15596545.88,41.17034351,-5.227747559,"nigeria",0,0,0,0.1354,0.3292,0.434496,0,0.342353423534235,0.555555555555556,0.681044143774771,0,0,0,0,1,206746.86,NA
"2053","nga1976","1976","nga",1,0,1,0,0.428044280442804,-7,0,0,0,4,0,1,0,28296400786,449.3204099,2603,361,157,1,1,1,1,1,49,17,1,0,0,0,0,NA,NA,0.14608463,NA,NA,62975997,16449330.42,42.1380988,9.04235173,"nigeria",0,0,0,0.2201,0.3266,0.7048156,0,0.212177121771218,0.555555555555556,0.711087877545442,0,0,0,0,1,218174.86,0
"2054","nga1977","1977","nga",1,0,1,0,0.428044280442804,-7,0,0,2,4,0,1,0,30001009316,462.1492163,1160,2644,157,1,1,1,1,1,1174,18,1,0,0,0,0,NA,NA,0.117789771,NA,NA,64916283,17358614.07,47.39526574,6.024117846,"nigeria",0,0,0,0.2085,0.3226,0.669102,0,0.163213170593244,0.583333333333333,0.398204679016487,0,0,0,0,1,246468.21,0
"2055","nga1978","1978","nga",1,0,1,0,1,0,0,0,2,4,0,1,0,28271703620,422.3120468,566,1746,157,1,1,1,1,1,137,19,1,0,0,0,0,NA,NA,0.110362406,NA,NA,66945056,18316167.32,43.31484204,-5.764158393,"nigeria",0,0,0,0.1825,0.3204,0.5845363,0,0.0775026194706391,0.583333333333333,0.556205349932287,0,0,0,0,1,293156.12,0
"2056","nga1979","1979","nga",1,0,1,0,0.612546125461255,7,0,0,7,2,0,0,1,30182709900,437.3848177,3238,1890,249,1,1,1,1,1,1301,20,1,0,0,1,1,NA,NA,0.054813995,NA,NA,69007219,19308219.88,43.87840231,6.759430935,"nigeria",0,0,0,NA,0.3169,NA,0,0.0762726071705161,0.583333333333333,0.556205349932287,0,0,0,0,1,355048.24,0
"2057","nga1980","1980","nga",0,1,1,0,0.612546125461255,7,0,0,3,2,0,0,1,31451841857,442.5801236,3487,278,157,1,1,1,1,1,939,21,1,0,0,2,2,NA,NA,0.05632057,NA,NA,71064741,20324515.93,48.57131433,4.204831047,"nigeria",0,0,0,0.2499,0.3151,0.8005141,0,0.0715055692223589,0.583333333333333,0.349953305088606,0,0,0,0,1,401269.07,0
"2058","nga1981","1981","nga",0,1,1,0,0,7,0,0,4,2,0,0,1,27322881647,373.7627718,598,2272,157,1,1,1,1,1,637,22,1,0,0,3,3,NA,NA,0.067263297,NA,NA,73102202,21375083.86,49.11075631,-13.12788048,"nigeria",0,0,0,0.2554,0.3138,0.8122016,0,0.131468668853355,0.461538461538462,0.349953305088606,0,0,0,0,1,412996.31,0
"2059","nga1982","1982","nga",0,1,1,0,0,7,0,0,2,2,0,0,1,27258756123,362.790934,796,2212,157,1,1,1,1,1,1129,23,1,0,0,4,4,NA,NA,0.071777773,NA,NA,75136266,22450716.28,38.65359044,-0.23469532,"nigeria",1,0,0,0.2332,0.3113,0.7392791,0,0.130464108562654,0.461538461538462,0.264467450230058,0,0,0,0,1,419039.04,0
"2060","nga1983","1983","nga",0,1,1,0,0.626865671641791,7,0,0,2,4,0,1,0,25815545522,334.3981194,692,2451,157,1,1,1,1,1,945,24,1,0,0,0,5,NA,NA,0.136401233,NA,NA,77200032,23561449.77,31.14045213,-5.29448444,"nigeria",1,0,0,0.227,0.3106,0.7144362,0,0.190155881950976,0.384615384615385,0.264467450230058,0,0,0,0,1,449360.21,0
"2061","nga1984","1984","nga",0,1,1,0,0.626865671641791,-7,0,0,4,4,0,1,0,24571664864,309.691908,2702,1927,157,1,1,1,1,1,757,25,1,0,0,0,0,NA,NA,0.118218943,NA,NA,79342289,24723057.25,27.80373467,-4.818339618,"nigeria",1,0,0,0.3548,0.3086,1.113328,0,0.247459984403766,0.384615384615385,0.341035715912715,0,0,0,0,1,457798.58,0
"2062","nga1985","1985","nga",0,1,0,1,0.626865671641791,-7,0,0,5,4,0,1,0,26956284522,330.3541947,3512,3017,157,1,1,1,1,1,1064,26,1,0,0,0,0,NA,NA,0.115794637,NA,NA,81598130,25948205.34,28.53790277,9.704754119,"nigeria",0,0,0,0.2741,0.3083,0.853914,0,0.128994710531696,0.360832894043226,0.349645802013576,0,0,0,0,1,552401.15,0
"2063","nga1986","1986","nga",0,1,0,1,0.626865671641791,-7,0,0,6,4,0,1,0,27633851812,329.0654874,2814,2332,157,1,1,1,1,1,511,27,1,0,0,0,0,NA,NA,0.30936288,NA,NA,83976755,27292445.38,37.59272999,2.513578195,"nigeria",1,0,1,NA,0.3115,NA,0,0.1220333397744,0.205166051660517,0.186669172247278,0,0,0,0,1,711541.65,0
"2064","nga1987","1987","nga",0,1,0,1,0.626865671641791,-7,1,1,0,4,0,1,0,27440316343,317.3531556,84,3557,157,1,1,1,1,1,103,28,1,0,0,0,0,NA,NA,0.321288551,NA,NA,86466184,28706773.09,53.28098452,-0.700356469,"nigeria",1,0,0,NA,0.3161,NA,0,0.0677115928532272,0.168511685116851,0.269079996355519,0,0,0,0,1,850969.07,0
"2065","nga1988","1988","nga",0,1,0,1,0.166051660516605,-7,1,0,7,4,0,1,0,30156766276,338.6322302,349,2992,157,1,1,1,181,1,1063,29,1,0,0,0,0,NA,NA,0.52853268,NA,NA,89054625,30189517.88,45.14847531,9.899484754,"nigeria",1,0,0,NA,0.3191,NA,0,0.0685316010533092,0.235178351783518,0.18728417839734,0,0,0,0,1,1015909.44,0
"2066","nga1989","1989","nga",0,1,0,1,0.166051660516605,-5,1,1,6,4,0,1,0,32328149250,352.456341,3325,4359,157,1,1,1,63,423,229,30,1,0,0,0,0,NA,NA,1.581064849,NA,NA,91722422,31735958.01,57.85016321,7.20031768,"nigeria",0,0,1,NA,0.3236,NA,0,0.127162187359172,0.232472324723247,0.131318618741743,0,0,0,0,1,1211420.25,0
"2067","nga1990","1990","nga",0,0,0,1,0.166051660516605,-5,1,0,5,4,0,1,0,34977769570,370.3142579,3049,3323,157,1,1,1,186,596,700,31,1,0,0,0,0,NA,NA,0.996992936,NA,NA,94454288,33342363.66,72.24051075,8.196016108,"nigeria",0,0,0,NA,0.3265,NA,0,0.125727173009029,0.236162361623616,0.119633501890574,0,0,0,0,1,1418775.94,0
"2068","nga1991","1991","nga",0,0,0,1,0.029520295202952,-5,1,1,5,4,0,1,0,36641170225,376.7843571,3314,3560,157,1,1,1,118,1,403,32,1,0,0,0,0,NA,NA,1.039217198,NA,NA,97247058,35028390.29,68.55251797,4.755593842,"nigeria",0,1,1,0.378,0.3255,1.147072,0,0.124292158658885,0.232718327183272,0.0319951255068106,0,0,0,0,1,1609241.36,0
"2069","nga1992","1992","nga",0,0,0,1,0.029520295202952,-5,1,0,6,4,0,1,0,37710444033,376.7165805,3456,3612,157,1,1,1,42,1,1051,33,1,0,0,0,0,NA,NA,0.86966476,NA,NA,100102958,36777826.77,82.73972426,2.918230506,"nigeria",1,1,0,0.3781,0.3206,1.144617,0,0.133927255009849,0.232718327183272,0.0390676962325179,0,0,0,0,1,1667975.75,0
"2070","nga1993","1993","nga",0,0,0,1,0.0337078651685393,-7,0,0,3,4,0,1,0,38539878942,374.1084253,1478,4264,157,1,1,1,92,1,830,34,1,0,0,0,0,NA,NA,1.517486942,NA,NA,103017939,38590519.95,97.32114796,2.199483274,"nigeria",1,1,0,0.1674,0.3167,0.5053438,0,0.175192594031203,0.10159901599016,0.0359926654822104,0,0,0,0,1,1999241.12,0
"2071","nga1994","1994","nga",0,0,0,1,0.0337078651685393,-7,0,0,0,4,0,1,0,38578418821,363.9878771,2516,4381,157,1,1,1,66,1,1334,35,1,0,0,0,0,NA,NA,0.889998142,NA,NA,105988197,40466293.61,82.51748817,0.1,"nigeria",1,1,0,0.2154,0.3134,0.6487253,0,0.0139962452256102,0.0686346863468635,0.0295351009065646,0,0,0,0,1,2137026.63,0
"2072","nga1995","1995","nga",0,0,0,1,0.0337078651685393,-6,0,0,2,4,0,1,0,39542879291,362.74523,2531,3930,157,1,1,1,108,1,437,35,1,0,0,0,0,NA,NA,0.814655865,NA,NA,109010060,42404913.34,86.4721649,2.5,"nigeria",1,1,0,NA,0.3147,NA,0,0.0662300482653949,0.0686346863468635,0.0285681745706346,0,0,0,0,1,2519712.78,0
"2073","nga1996","1996","nga",0,0,0,1,0.00749063670411985,-6,0,0,0,4,0,1,0,41243223101,367.9819933,3528,4059,157,236,1,1,57,1,267,35,1,0,0,0,0,NA,NA,0.570788338,NA,NA,112079460,44405882.05,75.5898159,4.3,"nigeria",1,1,0,NA,0.3178,NA,0,0.118445016809878,0.234317343173432,0.0406204728713954,0,0,0,0,1,2870597.29,0
"2074","nga1997","1997","nga",0,0,0,1,0.003690036900369,-6,0,0,0,4,0,1,0,42356790125,367.7034353,2886,4026,157,72,1,1,74,1,3,35,1,0,0,0,0,NA,NA,0.587617363,NA,NA,115192805,46468777.54,82.70230038,2.7,"nigeria",0,1,0,NA,0.3196,NA,0,0.133515971523352,0.338615954786999,0.0425830258302583,0,0,0,0,1,3075667.94,0
"2075","nga1998","1998","nga",0,0,0,1,0.003690036900369,-1,0,0,0,4,0,1,0,43152860004,364.628225,737,3805,157,20,1,1,4,1,1,35,1,0,0,0,0,NA,NA,0.692729678,NA,NA,118347558,48593507.31,71.59202109,1.879438638,"nigeria",0,1,0,NA,NA,NA,0,0.1303322275647,0.387653122145257,0.0285608856088561,0,0,0,0,1,3688721.62,0
"2076","nga1999","1999","nga",0,0,0,1,0.003690036900369,4,0,0,0,2,0,1,1,43627704282,358.9527159,2876,3662,157,444,1,1,11,1,1,35,1,0,0,1,1,NA,NA,0.455851171,NA,NA,121541647,50780100.12,78.03020725,1.100377306,"nigeria",1,1,0,NA,NA,NA,0,0.122579341735446,0.356774778274099,0.0982017138579346,0,0,0,0,1,4372336.52,0
"2077","nga2000","2000","nga",0,0,0,1,0.003690036900369,4,0,0,1,2,0,1,1,45983600313,368.5392284,3040,3511,157,134,1,1,2,1,860,35,1,0,0,2,2,NA,NA,0.431489265,NA,NA,124772607,53028357.98,86.00480592,5.4,"nigeria",1,0,1,NA,NA,NA,0,0.133011272141707,0.358131388331427,0.0339896458666079,0,0,0,0,1,5272429.95,0.033210332103321
"2078","nic1970","1970","nic",1,0,1,0,NA,-8,1,1,0,4,1,1,0,3122675612,1303.781071,2603,3132,157,1,1,1,1,1,1,133,0,0,1,0,0,NA,NA,3.312484738,NA,16.40545071,2395092,1125693.24,55.92428704,1.353826591,"nicaragua",0,0,0,NA,NA,NA,NA,0.143911439114391,1,0.0719557195571956,0,0,0,0,0,109125.12,NA
"2079","nic1971","1971","nic",1,0,1,0,NA,-8,1,0,0,4,0,1,0,3225872437,1305.20112,2603,2948,157,1,1,1,1,1,989,134,0,0,1,0,0,NA,NA,2.517104295,NA,13.12825773,2471552,1170032.717,54.83926937,3.304756499,"nicaragua",0,0,0,NA,NA,NA,NA,0.100861008610086,1,0.0756457564575646,0,0,0,0,0,124253.72,NA
"2080","nic1972","1972","nic",1,0,1,0,NA,-8,1,1,2,4,0,1,0,3297510125,1292.863894,2603,2560,157,1,1,1,1,1,989,135,0,0,1,0,0,NA,NA,1.682096694,NA,12.03053802,2550547,1216100.81,64.93131386,2.220722892,"nicaragua",0,0,0,0.4306,0.3919,1.26305,NA,0.276014760147601,0.95479704797048,0.270848708487085,0,0,0,0,0,139359.15,NA
"2081","nic1973","1973","nic",1,0,1,0,NA,-8,1,0,3,4,0,1,0,3509111811,1333.242076,2603,2630,157,1,1,1,1,1,133,136,0,0,1,0,0,NA,NA,3.322900442,NA,12.62513931,2632014,1263893.123,66.01306405,6.417013974,"nicaragua",0,0,0,0.437,0.3909,1.285021,NA,0.745914602003163,0.688455455983131,0.742224565102794,0,0,0,0,0,163443.43,NA
"2082","nic1974","1974","nic",1,0,1,0,NA,-8,0,0,0,4,1,1,0,4007139876,1475.453492,2603,2275,157,1,1,1,1,1,1,137,0,0,1,0,0,NA,NA,3.345404775,NA,9.743315154,2715870,1313394.732,71.68217915,14.19242509,"nicaragua",0,0,0,0.4227,0.3899,1.246082,NA,0.861887190300474,0.700579862941487,0.857142857142857,0,0,0,0,0,191560.89,NA
"2083","nic1975","1975","nic",1,0,1,0,NA,-8,0,0,1,4,1,1,0,4000999059,1427.925118,2603,1956,157,1,1,1,1,1,1,138,0,0,1,0,0,NA,NA,2.826421714,NA,12.21196425,2801967,1364557.929,64.98248695,-0.153246894,"nicaragua",0,0,0,0.4274,0.389,1.263008,0,0.68473418067514,0.767117671176712,0.681044143774771,0,0,0,0,0,206746.86,NA
"2084","nic1976","1976","nic",1,0,1,0,NA,-8,0,0,1,4,1,1,0,4209429284,1456.453668,2603,1981,157,1,1,1,1,1,4,139,0,0,1,0,0,NA,NA,2.30532436,NA,12.27012885,2890191,1414459.475,64.83676287,5.209454497,"nicaragua",0,0,0,0.436,0.378,1.326028,0,0.72326499931666,0.8,0.711087877545442,0,0,0,0,0,218174.86,NA
"2085","nic1977","1977","nic",1,0,1,0,NA,-8,0,0,3,4,1,1,0,4561694554,1530.622572,2423,1453,158,1,1,1,1,1,403,140,0,0,1,0,0,NA,NA,1.744875179,NA,6.374887456,2980287,1465705.147,69.51782848,8.368480533,"nicaragua",0,0,0,0.3653,0.3507,1.197407,0,0.458501890574461,0.616236162361624,0.398204679016487,0,0,0,0,0,246468.21,NA
"2086","nic1978","1978","nic",1,0,1,0,NA,-8,0,0,0,4,1,1,0,4204112424,1368.626867,312,1226,158,1,1,1,1,1,182,141,0,0,1,0,0,NA,NA,2.134672672,NA,15.73044823,3071774,1518070.711,65.65898968,-7.838800375,"nicaragua",0,0,0,0.3341,0.3408,1.126974,0,0.603335838913945,0.616236162361624,0.556205349932287,0,0,0,0,0,293156.12,NA
"2087","nic1979","1979","nic",1,0,1,0,NA,0,1,1,2,3,0,0,0,3090914372,976.8811161,2989,922,158,1,1,1,1,1,1,142,0,0,1,0,0,NA,NA,7.962114726,NA,-126.2001364,3164064,1571274.182,70.15694296,-26.47878886,"nicaragua",0,0,0,0.3513,0.3315,1.218059,0,0.594110746663022,0.716236162361624,0.556205349932287,0,0,0,0,0,355048.24,NA
"2088","nic1980","1980","nic",0,1,1,0,NA,0,1,0,1,3,0,0,0,3233459068,992.879814,904,361,158,1,1,1,1,1,1,143,0,0,1,0,0,NA,NA,10.81951564,NA,60.71615075,3256647,1625066.853,67.49716202,4.611732279,"nicaragua",0,0,0,0.3159,0.3228,1.124778,1,0.306549327398036,0.709963099630996,0.349953305088606,0,0,0,0,0,401269.07,NA
"2089","nic1981","1981","nic",0,1,1,0,NA,-5,0,0,2,3,0,0,0,3406878861,1017.089582,1264,361,158,1,1,1,1,1,888,144,0,0,1,0,0,NA,NA,6.317186695,NA,24.82354209,3349635,1679506.989,64.12516252,5.36329019,"nicaragua",0,0,0,0.2895,0.3216,1.0346,1,0.308130771783908,0.715129151291513,0.349953305088606,0,0,0,0,0,412996.31,NA
"2090","nic1982","1982","nic",0,1,1,0,NA,-5,0,0,1,3,0,0,0,3379066399,981.4545047,1219,361,158,1,1,1,1,1,1107,145,0,0,1,0,0,NA,NA,5.227178552,NA,26.03858406,3442917,1734541.585,42.0340479,-0.816361919,"nicaragua",0,0,0,0.3452,0.3205,1.238249,1,0.234857181905152,0.715129151291513,0.264467450230058,0,0,0,0,0,419039.04,NA
"2091","nic1983","1983","nic",0,1,1,0,NA,-5,0,0,0,3,0,0,0,3534949883,999.8333728,888,413,158,1,1,1,1,1,966,146,0,0,1,0,0,NA,NA,4.6503694,NA,19.35555184,3535539,1789689.842,49.39292348,4.613211627,"nicaragua",0,0,0,0.2691,0.3002,1.03028,1,0.234857181905152,0.715129151291513,0.264467450230058,0,0,0,0,0,449360.21,NA
"2092","nic1984","1984","nic",0,1,1,0,NA,-1,0,0,0,2,0,0,1,3479589248,959.5409896,902,1046,158,1,1,1,1,1,378,147,0,0,1,1,0,NA,NA,3.870280891,NA,16.3940304,3626306,1844339.232,45.89384999,-1.566093913,"nicaragua",0,0,0,NA,0.3105,NA,1,0.300487123918858,0.715129151291513,0.341035715912715,0,0,0,0,0,457798.58,NA
"2093","nic1985","1985","nic",0,1,0,1,NA,-1,0,0,0,2,0,0,1,3337557583,898.511198,1299,3,158,1,1,1,1,1,1260,148,0,0,1,2,0,NA,NA,4.302345385,NA,17.42433117,3714542,1898130.962,36.59246114,-4.081851488,"nicaragua",0,0,0,NA,0.3198,NA,1,0.309185068041157,0.615867158671587,0.349645802013576,0,0,0,0,0,552401.15,NA
"2094","nic1986","1986","nic",0,1,0,1,NA,-1,0,0,0,2,0,0,1,3303604303,869.5244662,1266,402,158,1,1,1,1,1,1381,149,0,0,1,3,0,NA,NA,5.371749007,NA,31.07743843,3799323,1950572.428,33.60791577,-1.017309161,"nicaragua",0,0,0,NA,0.3187,NA,1,0.169490813955759,0.570278430057028,0.186669172247278,0,0,0,0,0,711541.65,NA
"2095","nic1987","1987","nic",0,1,0,1,NA,-1,0,0,0,2,0,0,1,3280269197,845.1503039,876,642,158,1,1,1,1,1,527,150,0,0,1,4,0,NA,NA,3.768776983,NA,23.72627864,3881285,2001966.803,25.53104935,-0.706352941,"nicaragua",0,0,0,NA,0.2955,NA,1,0.238547218805521,0.570278430057028,0.269079996355519,0,0,0,0,0,850969.07,NA
