"","cty_yr","year","cty","dummy_70","dummy_80","pre_85","post_85","entry_res","polity4","under_imf","signed_imf","wb_all","regime","type2","emil","democracy","gdp","gdp_pc","cur_bop_pcnt","netFDI_pcnt","netFDIout_pcnt","hitech_xprt","iso","mil_govt","mil_gdp","arms_xprt","arms_imprt","time_since_independence","eng_col","fra_col","spa_col","age_of_demo","age_of_demo_p","warnock_smooth","warnock_unsmooth","aid_gdp","aid_govt","aid_gcf","pop","urban","trade_gdp","gdp_grow","cty_1","currency","bank","reschedule","ratiosk","surpe","plp","left_party","entryres_lang","approve_lang","entry_res_colony","belgium_colony","france_colony","dutch_colony","spain_colony","uk_colony","glob_fdi","approve_agg"
"507","cmr1980","1980","cmr",0,1,1,0,0,-8,0,0,4,3,0,0,0,6338843529,698.2543242,2190,3131,100,1,1,1,1,1,1,21,0,1,0,0,0,NA,NA,4.712763472,NA,18.71886126,9078130,2895923.47,55.01613909,-1.965291668,"cameroon",0,0,0,0.2538,0.3428,0.8508781,0,0.164060293380712,0.529411764705882,0.349953305088606,0,1,0,0,0,401269.07,0
"508","cmr1981","1981","cmr",0,1,1,0,0,-8,0,0,0,3,0,0,0,7421688027,793.8564806,2140,3053,11,1,1,1,1,1,603,22,0,1,0,0,0,NA,NA,2.885530112,NA,9.549899265,9348904,3062700.95,50.28117841,17.08268225,"cameroon",0,0,0,0.2095,0.3382,0.7119251,0,0.171372420390871,0.4,0.349953305088606,0,1,0,0,0,412996.31,0
"509","cmr1982","1982","cmr",0,1,1,0,0,-7,0,0,5,3,0,0,0,7979517136,829.036004,1915,2890,542,1,1,1,1,1,28,23,0,1,0,0,0,NA,NA,3.083068499,NA,11.67411067,9625055,3235943.491,62.12539352,7.516202606,"cameroon",0,0,0,0.1947,0.3321,0.6738178,0,0.162914876062341,0.4,0.264467450230058,0,1,0,0,0,419039.04,0
"510","cmr1983","1983","cmr",0,1,1,0,0,-8,0,0,2,3,0,0,0,8527457057,860.5608026,1985,3664,589,1,1,1,1,1,1091,24,0,1,0,0,0,NA,NA,1.836492941,NA,6.657118127,9909186,3416687.333,59.70119087,6.866830566,"cameroon",0,0,0,0.1742,0.3415,0.5862911,0,0.22371583233061,0.35,0.264467450230058,0,1,0,0,0,449360.21,0
"511","cmr1984","1984","cmr",0,1,1,0,0,-8,0,0,1,3,0,0,0,9164848021,898.0724313,966,1021,734,1,1,1,1,1,134,25,0,1,0,0,0,NA,NA,2.430437026,NA,9.040616214,10205021,3606454.421,64.47202025,7.474572543,"cameroon",1,0,0,0.1481,0.3355,0.5074484,0,0.260479533300953,0.349815498154982,0.341035715912715,0,1,0,0,0,457798.58,0
"512","cmr1985","1985","cmr",0,1,0,1,0,-8,0,0,3,3,0,0,0,9903824534,941.8769222,2236,3942,732,1,1,1,1,1,340,26,0,1,0,0,0,NA,NA,1.93160807,NA,7.519920136,10514988,3806425.656,65.02458838,8.063161672,"cameroon",1,0,0,NA,0.3299,NA,0,0.185890286788909,0.335617641890705,0.349645802013576,0,1,0,0,0,552401.15,0
"513","cmr1986","1986","cmr",0,1,0,1,0,-8,0,0,2,3,0,0,0,10574478164,975.5329038,1680,253,774,1,1,1,1,1,67,27,0,1,0,0,0,NA,NA,2.065044965,NA,7.989273151,10839694,4021526.474,46.00580702,6.77166308,"cameroon",1,0,0,NA,0.3227,NA,0,0.179383135007176,0.23079503522308,0.186669172247278,0,1,0,0,0,711541.65,0
"514","cmr1987","1987","cmr",0,1,0,1,0,-8,0,0,1,3,0,0,0,10347481106,925.7441445,2302,2320,667,1,1,1,1,1,989,28,0,1,0,0,0,NA,NA,1.672672897,NA,6.684477485,11177474,4247440.12,37.32029527,-2.146650212,"cameroon",1,1,0,NA,0.317,NA,0,0.144593799018578,0.20580342167058,0.269079996355519,0,1,0,0,0,850969.07,0
"515","cmr1988","1988","cmr",0,1,0,1,0,-8,1,1,2,3,0,0,0,9537932265,827.5389232,1401,2030,917,1,1,1,405,1,3,29,0,1,0,0,0,NA,NA,2.21395899,NA,10.55745748,11525660,4483481.74,31.99460886,-7.823631974,"cameroon",1,1,0,NA,0.3114,NA,0,0.128663303892731,0.240333707684903,0.18728417839734,0,1,0,0,0,1015909.44,0
"516","cmr1989","1989","cmr",0,1,0,1,0,-8,1,0,3,3,0,0,0,9364425783,788.2197467,1091,249,922,1,1,1,450,1,3,30,0,1,0,0,0,NA,NA,4.144194446,NA,23.76732373,11880476,4728429.448,38.47648379,-1.819120514,"cameroon",0,1,1,0.0851,0.322,0.3039334,0,0.165168311799953,0.238568907428205,0.131318618741743,0,1,0,0,0,1211420.25,0
"517","cmr1990","1990","cmr",0,0,0,1,0,-8,1,0,2,3,0,0,0,8792662258,718.4187952,1844,266,754,868,1,26,537,1,133,31,0,1,0,0,0,NA,NA,4.163320465,24.78978537,22.37206084,12238909,4981235.963,37.49644544,-6.105697646,"cameroon",1,1,0,0.1145,0.3142,0.4188836,0,0.164114015542705,0.197497192363228,0.119633501890574,0,1,0,0,0,1418775.94,0
"518","cmr1991","1991","cmr",0,0,0,1,0,-8,1,1,1,3,0,0,0,8457784979,671.231627,1125,123,833,1,1,613,563,1,1,32,0,1,0,0,0,NA,NA,4.427734757,27.58081862,24.90233021,12600397,5244285.231,34.63877935,-3.808599371,"cameroon",1,1,0,0.0845,0.3096,0.3137037,0,0.158315386127839,0.195251082945612,0.0319951255068106,0,1,0,0,0,1609241.36,0
"519","cmr1992","1992","cmr",0,0,0,1,0,-4,1,0,0,3,1,0,0,8195593373,632.1367369,1357,1082,1009,1,1,28,575,1,700,33,0,1,0,0,0,NA,NA,6.648723106,39.66049081,43.84383072,12964906,5515271.012,38.86259217,-3.100003211,"cameroon",1,1,1,0.0979,0.3085,0.364632,0,0.164509376639173,0.195251082945612,0.0390676962325179,0,1,0,0,0,1667975.75,0
"520","cmr1993","1993","cmr",0,0,0,1,0,-4,0,0,0,3,1,0,0,7933334602,595.1211577,1518,562,810,1,1,38,442,1,1,34,0,1,0,0,0,NA,NA,4.247124267,33.94055768,29.39023494,13330621,5793487.887,31.74500625,-3.199997355,"cameroon",1,1,0,0.0939,0.3076,0.3507337,0,0.190635131457862,0.109738488689235,0.0359926654822104,0,1,0,0,0,1999241.12,0
"521","cmr1994","1994","cmr",0,0,0,1,0,-4,1,1,4,3,1,0,0,7735001163,564.7823648,151,113,204,1,1,60,434,1,1,35,0,1,0,0,0,NA,NA,8.417523613,90.49065594,62.9857068,13695543,6078081.983,38.02387135,-2.500000928,"cameroon",1,1,1,0.0968,0.3074,0.3617487,0,0.083878546650635,0.088240012834911,0.0295351009065646,0,1,0,0,0,2137026.63,0
"522","cmr1995","1995","cmr",0,0,0,1,0,-4,1,1,3,3,1,0,0,7990255903,568.3615631,2812,703,221,721,1,61,395,1,1,35,0,1,0,0,0,NA,NA,5.396512994,45.95644425,38.13258676,14058403,6368456.559,41.36912384,3.299996146,"cameroon",1,1,1,0.0793,0.3073,0.29661,0,0.118227936121541,0.088240012834911,0.0285681745706346,0,1,0,0,0,2519712.78,0
"523","cmr1996","1996","cmr",0,0,0,1,0.0297397769516729,-4,1,0,5,3,1,0,0,8389769052,581.9117466,1191,2448,637,319,1,1,372,1,871,35,0,1,0,0,0,NA,NA,4.487139346,NA,29.59788004,14417597,6663813.333,41.77295279,5.000004424,"cameroon",1,1,0,0.0745,0.3067,0.2789886,0,0.110034784038681,0.236162361623616,0.0406204728713954,0,1,0,0,0,2870597.29,0
"524","cmr1997","1997","cmr",0,0,0,1,1,-4,1,1,1,3,1,0,0,8817647112,596.8512173,2070,2108,66,221,1,1,428,1,1091,35,0,1,0,0,0,NA,NA,5.406030723,NA,33.51759951,14773610,6964279.754,39.78808435,5.099998069,"cameroon",0,1,1,0.0748,0.2903,0.2960137,0,0.093230108771676,0.337922751022382,0.0425830258302583,0,1,0,0,0,3075667.94,0
"525","cmr1998","1998","cmr",0,0,0,1,1,-4,1,0,3,3,1,0,0,9261990653,612.1671249,416,3409,948,1,1,64,492,1,1326,35,0,1,0,0,0,NA,NA,5.447172221,43.63684205,34.44049294,15129840,7271401.104,39.13679388,5.039252944,"cameroon",0,1,0,NA,NA,NA,0,0.0859294402467834,0.35984551799541,0.0285608856088561,0,1,0,0,0,3688721.62,0
"526","cmr1999","1999","cmr",0,0,0,1,1,-4,1,0,0,3,1,0,0,9668944996,624.1595598,1819,141,97,1,1,65,527,1,1,35,0,1,0,0,0,NA,NA,4.334769612,36.10477667,27.8712988,15491143,7587561.841,38.66667963,4.393810764,"cameroon",0,1,0,NA,NA,NA,0,0.08210711736747,0.341141790728252,0.0982017138579346,0,1,0,0,0,4372336.52,0
"527","cmr2000","2000","cmr",0,0,0,1,1,-4,1,0,1,3,1,0,0,10075040331,635.2172845,1054,2924,672,267,1,1,441,1,1,35,0,1,0,0,0,NA,NA,4.020431266,NA,22.58707579,15860778,7914528.222,42.91454449,4.199996332,"cameroon",1,1,0,NA,NA,NA,0,0.117267246746542,0.342030604214088,0.0339896458666079,0,1,0,0,0,5272429.95,0.014760147601476
"528","col1970","1970","col",1,0,1,0,NA,7,1,1,4,2,0,0,1,30182318662,1356.630648,1637,1786,529,1,1,1,1,1,989,139,0,0,1,13,14,NA,NA,2.285943657,NA,10.92173038,22248000,12191904,30.12774162,6.956515099,"colombia",0,0,0,NA,NA,NA,NA,0.143911439114391,1,0.0719557195571956,0,0,0,1,0,109125.12,NA
"529","col1971","1971","col",1,0,1,0,0.143911439114391,7,1,1,4,2,0,0,1,31978535782,1405.58814,2046,1697,441,1,1,1,1,1,846,140,0,0,1,14,15,NA,NA,1.701688762,NA,8.621889668,22751000,12635905.4,29.50874291,5.951223099,"colombia",0,0,0,NA,NA,NA,NA,0.0793357933579336,1,0.0756457564575646,0,0,0,1,0,124253.72,1
"530","col1972","1972","col",1,0,1,0,0.143911439114391,7,1,1,3,2,0,0,1,34432381441,1482.173882,978,986,262,1,1,1,1,1,134,141,0,0,1,15,16,NA,NA,1.413347788,NA,7.690275027,23231000,13074406.8,29.00629727,7.673414682,"colombia",1,0,0,0.3041,0.381,0.9172643,NA,0.309040590405904,0.939729397293973,0.270848708487085,0,0,0,1,0,139359.15,1
"531","col1973","1973","col",1,0,1,0,1,7,1,1,4,2,0,0,1,36748813623,1551.237384,137,1034,258,1,1,1,1,1,299,142,0,0,1,16,17,NA,NA,1.462215589,NA,7.909256577,23690000,13508038,29.61013325,6.72748176,"colombia",1,0,0,0.313,0.3843,0.9359237,NA,0.703567035670357,0.636531365313653,0.742224565102794,0,0,0,1,0,163443.43,1
"532","col1974","1974","col",1,0,1,0,1,8,1,0,1,2,0,0,1,38859122369,1610.40706,1164,1229,495,1,1,1,1,1,437,143,0,0,1,17,18,NA,NA,0.875162631,NA,4.020674378,24130000,13937488,30.08834106,5.742522109,"colombia",1,0,0,0.335,0.3876,0.9932566,NA,0.838868388683887,0.650676506765068,0.857142857142857,0,0,0,1,0,191560.89,1
"533","col1975","1975","col",1,0,1,0,1,8,0,0,5,2,0,0,1,39732693727,1618.241915,352,1137,391,1,1,1,1,1,625,144,0,0,1,18,19,NA,NA,0.646062545,NA,3.698473825,24553000,14363505,29.86857863,2.248047059,"colombia",0,0,0,0.3379,0.3739,1.038879,0,0.645325953259533,0.738007380073801,0.681044143774771,0,0,0,1,0,206746.86,1
"534","col1976","1976","col",1,0,1,0,1,8,0,0,3,2,0,0,1,41646691991,1662.741725,2816,892,595,1,1,1,1,1,700,145,0,0,1,19,20,NA,NA,0.501060328,NA,2.771823066,25047000,14832833.4,30.999304,4.817187269,"colombia",0,0,0,0.3393,0.3729,1.045784,0,0.6925166659074,0.777777777777778,0.711087877545442,0,0,0,1,0,218174.86,1
"535","col1977","1977","col",1,0,1,0,0.0811808118081181,8,0,0,4,2,0,0,1,43374202372,1697.155471,2946,1238,706,1,1,1,1,1,1173,146,0,0,1,20,21,NA,NA,0.251999129,NA,1.325816265,25557000,15318865.8,30.16637651,4.148013439,"colombia",0,0,0,0.3603,0.372,1.113162,0,0.492803806825947,0.57359573595736,0.398204679016487,0,0,0,1,0,246468.21,1
"536","col1978","1978","col",1,0,1,0,1,8,0,0,8,2,0,0,1,47045156302,1803.463785,2826,1480,841,1,1,1,1,1,133,147,0,0,1,21,22,NA,NA,0.30835026,NA,1.664348379,26086000,15823767.6,30.34677858,8.463449999,"colombia",0,0,0,0.3565,0.3569,1.148169,0,0.567275460633394,0.57359573595736,0.556205349932287,0,0,0,1,0,293156.12,1
"537","col1979","1979","col",1,0,1,0,1,8,0,0,6,2,0,0,1,49577528085,1861.507456,2893,1466,644,1,1,1,1,1,816,148,0,0,1,22,23,NA,NA,0.19423955,NA,1.058425633,26633000,16347335.4,28.68397705,5.382853373,"colombia",0,0,0,0.3743,0.3584,1.200448,0,0.557211723632388,0.684706847068471,0.556205349932287,0,0,0,1,0,355048.24,1
"538","col1980","1980","col",0,1,1,0,1,8,0,0,5,2,0,0,1,51609313925,1897.540772,159,1509,1036,1,1,1,1,1,182,149,0,0,1,23,24,NA,NA,0.270663945,NA,1.410869535,27198000,16889958,31.78965588,4.098199161,"colombia",0,0,0,0.3729,0.3608,1.187938,0,0.253206967967116,0.677736777367774,0.349953305088606,0,0,0,1,0,401269.07,1
"539","col1981","1981","col",0,1,1,0,1,8,0,0,6,2,0,0,1,52777344575,1898.192511,1939,2017,683,1,1,1,1,1,461,150,0,0,1,24,25,NA,NA,0.281576229,NA,1.348674469,27804000,17460912,27.2850199,2.263216774,"colombia",0,0,0,0.3688,0.3452,1.22823,0,0.254910061921132,0.683476834768348,0.349953305088606,0,0,0,1,0,412996.31,1
"540","col1982","1982","col",0,1,1,0,0.011070110701107,8,0,0,4,2,0,0,1,53277927301,1876.44586,2381,2317,603,1,1,1,1,1,340,151,0,0,1,25,26,NA,NA,0.253956537,NA,1.200837445,28393000,18029555,26.10821784,0.948480319,"colombia",0,1,0,0.3873,0.3308,1.345698,0,0.252071571997771,0.683476834768348,0.264467450230058,0,0,0,1,0,419039.04,1
"541","col1983","1983","col",0,1,1,0,0.011070110701107,8,0,0,2,2,0,0,1,54122050157,1868.274713,2365,2943,981,1,1,1,1,1,673,152,0,0,1,26,27,NA,NA,0.228744418,NA,1.107980702,28969000,18598098,23.67280841,1.584376304,"colombia",0,1,0,0.3805,0.3321,1.316893,0,0.252071571997771,0.683476834768348,0.264467450230058,0,0,0,1,0,449360.21,1
"542","col1984","1984","col",0,1,1,0,0.011070110701107,8,0,0,10,2,0,0,1,55937899612,1894.081184,1482,2895,551,1,1,1,1,1,1140,153,0,0,1,27,28,NA,NA,0.238562684,NA,1.208151876,29533000,19166917,24.34797231,3.355101016,"colombia",0,1,0,0.3881,0.3194,1.396855,0,0.322749971089454,0.683476834768348,0.341035715912715,0,0,0,1,0,457798.58,1
"543","col1985","1985","col",0,1,0,1,1,8,0,0,6,2,0,0,1,57665409992,1916.622129,1897,3675,315,1,1,1,1,1,67,154,0,0,1,28,29,NA,NA,0.184082949,NA,0.919830307,30087000,19737072,26.33972637,3.088264652,"colombia",0,0,0,0.3917,0.3058,1.471999,0,0.256045457890476,0.573185731857319,0.349645802013576,0,0,0,1,0,552401.15,1
"544","col1986","1986","col",0,1,0,1,0.018450184501845,8,0,0,3,2,0,0,1,61032085247,1988.598783,2821,3134,660,1,1,1,1,1,340,155,0,0,1,29,30,NA,NA,0.187412003,NA,1.000312489,30691000,20299027.4,30.83063591,5.83829241,"colombia",0,0,0,0.3887,0.3001,1.489124,0,0.181109323913752,0.527306273062731,0.186669172247278,0,0,0,1,0,711541.65,1
"545","col1987","1987","col",0,1,0,1,1,8,0,0,2,2,0,0,1,64310427860,2054.711903,2793,2233,593,1,1,1,1,1,871,156,0,0,1,30,31,NA,NA,0.223288867,NA,1.11697528,31299000,20870173.2,29.87169227,5.371506806,"colombia",0,0,0,0.4135,0.2842,1.672099,0,0.179973927944408,0.527306273062731,0.269079996355519,0,0,0,1,0,850969.07,1
"546","col1988","1988","col",0,1,0,1,1,8,0,0,3,2,0,0,1,66921316117,2097.123754,141,1625,702,1,1,1,1156,1,816,157,0,0,1,31,32,NA,NA,0.166060073,NA,0.77202164,31911000,21450574.2,30.14998849,4.059821002,"colombia",0,0,0,0.411,0.2683,1.760698,0,0.104470095983011,0.523985239852399,0.18728417839734,0,0,0,1,0,1015909.44,1
"547","col1989","1989","col",0,1,0,1,0.011070110701107,8,0,0,2,2,0,0,1,69208303012,2127.587784,130,2834,601,1,1,1,1259,1,458,158,0,0,1,32,33,NA,NA,0.179530349,NA,0.921336672,32529000,22041650.4,31.81787449,3.417426656,"colombia",0,0,0,0.4105,0.2692,1.752521,0,0.131435750254938,0.523985239852399,0.131318618741743,0,0,0,1,0,1211420.25,0
"548","col1990","1990","col",0,0,0,1,1,8,0,0,4,2,0,0,1,73389895310,2213.739603,2863,2665,446,1,1,1,1248,1,1251,159,0,0,1,33,34,NA,NA,0.231820023,NA,1.188085321,33152000,22642816,35.38637938,6.042038478,"colombia",0,0,0,0.4105,0.2546,1.853092,0,0.0445779586000988,0.523985239852399,0.119633501890574,0,0,0,1,0,1418775.94,1
"549","col1991","1991","col",0,0,0,1,0.011070110701107,9,0,0,2,2,0,0,1,75061153121,2218.774848,3400,2530,544,1137,1,1,1052,1,1063,160,0,0,1,34,35,0.500635,0.456718,0.287733952,NA,1.723847102,33830000,23254742,35.25149094,2.277231497,"colombia",0,0,0,0.4088,0.257,1.828709,0,0.0411717706920659,0.622878228782288,0.0319951255068106,0,0,0,1,0,1609241.36,0.0479704797047971
"550","col1992","1992","col",0,0,0,1,0.00738007380073801,9,0,0,2,2,0,0,1,78838738883,2285.180837,2933,2861,681,1255,1,1,1280,1,777,161,0,0,1,35,36,0.328864,0.249855,0.491285444,NA,2.815902189,34500000,23867100,33.46556606,5.032677497,"colombia",0,0,0,0.3986,0.2344,1.955092,0,0.0479841465081318,0.422878228782288,0.0390676962325179,0,0,0,1,0,1667975.75,0.0479704797047971
"551","col1993","1993","col",0,0,0,1,0.00738007380073801,9,0,0,6,2,0,0,1,80703787962,2294.872692,1515,3025,1138,1188,1,1,1394,1,1162,162,0,0,1,36,37,0.328951,0.155165,0.15469275,NA,0.702691288,35167000,24483265.4,35.18825781,2.365650574,"colombia",0,0,0,0.4177,0.234,2.051743,0,0.045145656584771,0.216236162361624,0.0359926654822104,0,0,0,1,0,1999241.12,0.0627306273062731
"552","col1994","1994","col",0,0,0,1,0.00738007380073801,9,0,0,1,2,0,0,1,85413508896,2383.78803,1739,3051,846,1175,1,1,1103,1,860,163,0,0,1,37,38,0.379791,0.224838,0.092664332,NA,0.356394509,35831000,25103198.6,35.91753745,5.835811494,"colombia",0,0,0,0.4113,0.2034,2.324337,0,0.0391848277457134,0.216236162361624,0.0295351009065646,0,0,0,1,0,2137026.63,0.0627306273062731
"553","col1995","1995","col",0,0,0,1,0.011070110701107,7,0,0,3,2,0,0,1,89857093392,2462.310399,1824,2455,994,1244,1,1,1225,1,816,163,0,0,1,38,39,0.22995,0.047913,0.185793477,NA,0.707868827,36493000,25727565,35.49723032,5.202437593,"colombia",0,0,0,0.4191,0.1891,2.547578,0,0.0323702256630409,0.181751400847342,0.0285681745706346,0,0,0,1,0,2519712.78,0.0627306273062731
"554","col1996","1996","col",0,0,0,1,0.022140221402214,7,0,0,2,2,0,0,1,91704424681,2465.30525,1795,3782,1058,1316,1,1,1373,1,1063,163,0,0,1,39,40,0.39378,0.240517,0.196499454,NA,0.868346449,37198000,26343623.6,36.04410719,2.055854712,"colombia",0,0,0,0.4078,0.1894,2.474894,0,0.0456093384463256,0.0218563724098779,0.0406204728713954,0,0,0,1,0,2870597.29,0.0627306273062731
"555","col1997","1997","col",0,0,0,1,0.0701107011070111,7,0,0,3,2,0,0,1,94850155763,2504.03009,1941,4153,1373,1334,1,1,1484,1,421,163,0,0,1,40,41,0.395546,0.20451,0.186568534,NA,0.871836759,37879000,26947120.6,35.59706809,3.430293678,"colombia",0,0,0,0.4117,0.1743,2.715556,0,0.0460386368569568,0.0941086315625061,0.0425830258302583,0,0,0,1,0,3075667.94,0.0627306273062731
"556","col1998","1998","col",0,0,0,1,0.0996309963099631,7,0,0,5,2,0,0,1,95390596860,2475.363215,1838,3655,1399,1360,1,1,1278,1,284,163,0,0,1,41,42,0.373221,0.221828,0.173152628,NA,0.862013269,38536000,27537825.6,35.90892305,0.56978409,"colombia",1,0,0,NA,NA,NA,0,0.0275884523551118,0.170808684277319,0.0285608856088561,0,0,0,1,0,3688721.62,0.018450184501845
"557","col1999","1999","col",0,0,0,1,0.0996309963099631,7,1,1,0,2,0,0,1,91380361627,2332.91707,2769,3046,751,1347,1,1,1324,1,888,163,0,0,1,42,43,0.422376,0.28019,0.356159168,NA,2.716602369,39170000,28116226,36.14927931,-4.204015244,"colombia",1,0,0,NA,NA,NA,0,0.0844779611097252,0.174498721177688,0.0982017138579346,0,0,0,1,0,4372336.52,1
"558","col2000","2000","col",0,0,0,1,0.044280442804428,7,1,0,1,2,0,0,1,94053110628,2364.272156,2786,3534,1067,1312,1,1,1379,1,1107,163,0,0,1,43,44,0.528503,0.400256,0.203308344,NA,1.265996969,39781000,28682101,36.25432186,2.924861483,"colombia",1,0,0,NA,NA,NA,0,0.0291226200233908,0.168423827095414,0.0339896458666079,0,0,0,1,0,5272429.95,0.033210332103321
"559","cpv1970","1970","cpv",1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2603,361,157,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266910,52314.36,NA,NA,"cape verde",0,0,0,NA,NA,NA,NA,NA,NA,0.0719557195571956,0,0,0,0,0,109125.12,NA
"560","cpv1971","1971","cpv",1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2603,361,157,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271055,54102.578,NA,NA,"cape verde",0,0,0,NA,NA,NA,NA,NA,NA,0.0756457564575646,0,0,0,0,0,124253.72,NA
"561","cpv1972","1972","cpv",1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2603,361,157,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273722,55620.3104,NA,NA,"cape verde",0,0,0,NA,NA,NA,NA,NA,NA,0.270848708487085,0,0,0,0,0,139359.15,NA
"562","cpv1973","1973","cpv",1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2603,361,157,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275337,56939.6916,NA,NA,"cape verde",0,0,0,NA,NA,NA,NA,0.0590405904059041,1,0.742224565102794,0,0,0,0,0,163443.43,NA
"563","cpv1974","1974","cpv",1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2603,361,157,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276542,58184.4368,NA,NA,"cape verde",0,0,0,NA,NA,NA,NA,0.0535943692770261,1,0.857142857142857,0,0,0,0,0,191560.89,NA
"564","cpv1975","1975","cpv",1,0,1,0,NA,NA,0,0,0,3,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,277842,59458.188,NA,NA,"cape verde",0,0,0,NA,NA,NA,NA,0.0628194615279486,1,0.681044143774771,0,0,0,0,0,206746.86,NA
"565","cpv1976","1976","cpv",1,0,1,0,NA,NA,0,0,0,3,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,437,0,0,0,0,0,NA,NA,NA,NA,NA,NA,279333,60950.4606,NA,NA,"cape verde",0,0,0,NA,NA,NA,1,0.0628194615279486,1,0.711087877545442,0,0,0,0,0,218174.86,NA
"566","cpv1977","1977","cpv",1,0,1,0,NA,NA,0,0,0,3,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,280985,62491.064,NA,NA,"cape verde",0,0,0,NA,NA,NA,1,0.0628194615279486,1,0.398204679016487,0,0,0,0,0,246468.21,NA
"567","cpv1978","1978","cpv",1,0,1,0,NA,NA,0,0,0,3,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,283032,64135.0512,NA,NA,"cape verde",0,0,0,NA,NA,NA,1,0.056676233429001,1,0.556205349932287,0,0,0,0,0,293156.12,NA
"568","cpv1979","1979","cpv",1,0,1,0,NA,NA,0,0,0,3,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,229,0,0,0,0,0,NA,NA,NA,NA,NA,NA,285724,65945.0992,NA,NA,"cape verde",0,0,0,NA,NA,NA,1,0.050526171928386,1,0.556205349932287,0,0,0,0,0,355048.24,NA
"569","cpv1980","1980","cpv",0,1,1,0,NA,NA,0,0,0,3,0,0,0,NA,NA,2603,361,157,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,289232,67969.52,NA,NA,"cape verde",0,0,0,NA,NA,NA,1,0.050526171928386,1,0.349953305088606,0,0,0,0,0,401269.07,NA
"570","cpv1981","1981","cpv",0,1,1,0,NA,NA,0,0,0,3,0,0,0,183274317,624.0102858,2603,361,157,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,293704,73719.704,NA,NA,"cape verde",0,0,0,NA,NA,NA,1,0.050526171928386,1,0.349953305088606,0,0,0,0,0,412996.31,NA
"571","cpv1982","1982","cpv",0,1,1,0,NA,NA,0,0,0,3,0,0,0,193171130.1,645.8067442,2603,361,157,1,1,1,1,1,603,0,0,0,0,0,NA,NA,NA,NA,NA,NA,299116,79863.972,NA,5.4,"cape verde",0,0,0,NA,NA,NA,1,0.050526171928386,1,0.264467450230058,0,0,0,0,0,419039.04,NA
"572","cpv1983","1983","cpv",0,1,1,0,NA,NA,0,0,1,3,0,0,0,214033612.1,701.1771116,2603,361,157,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,305249,86385.467,NA,10.8,"cape verde",0,0,0,NA,NA,NA,1,0.0378946289462895,1,0.264467450230058,0,0,0,0,0,449360.21,NA
"573","cpv1984","1984","cpv",0,1,1,0,NA,NA,0,0,0,3,0,0,0,236271704.4,757.8519219,2603,361,157,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,311765,93217.735,NA,10.39,"cape verde",0,0,0,NA,NA,NA,1,0.0378946289462895,1,0.341035715912715,0,0,0,0,0,457798.58,NA
"574","cpv1985","1985","cpv",0,1,0,1,NA,NA,0,0,1,3,0,0,0,254937169.1,800.639316,2603,361,157,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,318417,100301.355,NA,7.9,"cape verde",0,0,0,NA,NA,NA,1,0.0369140358070247,0.011070110701107,0.349645802013576,0,0,0,0,0,552401.15,NA
"575","cpv1986","1986","cpv",0,1,0,1,NA,NA,0,0,1,3,0,0,0,261310598.3,803.7531514,2778,18,157,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,49.64006183,NA,148.5571005,325113,110603.4426,64.4603327,2.5,"cape verde",0,0,0,NA,NA,NA,1,0.0221538882055487,0.0166051660516605,0.186669172247278,0,0,0,0,0,711541.65,NA
